ACT_SEGREG,AREA_HA,AREA_M2,ARROJO_RR1,ARROJO_RR_,CANT_RRSS,CATEGORIA,CRIANZA_AN,DEN_BOT,DEPARTAMEN,DISTRITO,ESTE,Index,M_ADM_BOT,M_DISP_RRS,NORTE,PERIMETRO,PROVINCIA,QUEMA_BASU,ZONA
No,0.16898053,1689.80530259,No,No,No Precisa,Recuperación,No,Botadero ubicado en el Centro Poblado de Balsapuerto,Loreto,Balsapuerto,327387.0,1431,Municipalidad distrital de Balsapuerto,Municipalidad distrital de Balsapuerto,9354688.0,159.85391749,Alto Amazonas,No,18
No,0.05798492,579.84922937,No,No,"0,2",Recuperación,No,Botadero ubicado en la carretera Shucush Yacu 1.5,Loreto,Teniente Cesar López Rojas,404312.0,1432,Municipalidad distrital de Teniente Cesar Lopez Rojas,Municipalidad distrital de Teniente Cesar Lopez Rojas,9333352.0,98.37331237,Alto Amazonas,No,18
No,0.04625333,462.53328785,No,No,"0,4",Recuperación,No,Botadero ubicado en la localidad de Santa Cruz,Loreto,Santa Cruz,404054.0,1433,Municipalidad distrital de Santa Cruz,Municipalidad distrital de Santa Cruz,9389793.0,88.32068473,Alto Amazonas,No,18
No,0.548419,5484.18997926,No,Si,3,Recuperación,No,Botadero S/N,Loreto,Pastaza,324228.0,1249,Municipalidad distrital de Pastaza,Municipalidad distrital de Pastaza,9484702.0,346.55151455,Datem del Marañón,No,18
No,0.28593206,2859.32064949,No,No,"0,07",Recuperación,No,Botadero S/N,Loreto,Manseriche,226763.0,1282,Municipalidad distrital de Manseriche,Municipalidad distrital de Manseriche,9492994.0,297.10990747,Datem del Marañón,No,18
No,0.06603696,660.36960529,No,No,No Precisa,Recuperación,No,Botadero S/N,Loreto,Cahuapanas,273641.0,1361,Municipalidad distrital de Cahuapanas,Municipalidad distrital de Cahuapanas,9420162.0,102.13327262,Datem del Marañón,No,18
No,0.00293644,29.3643828,No,No,"0,2",Recuperación,No,Botadero Barrio San Juan,Loreto,Morona,254619.0,1429,Municipalidad distrital de Morona,Municipalidad distrital de Morona,9520792.0,19.20946946,Datem del Marañón,No,18
No,0.00015038,1.5037677,No,No,"0,2",Recuperación,No,Botadero Barrio Centro,Loreto,Morona,254749.0,1430,Municipalidad distrital de Morona,Municipalidad distrital de Morona,9521483.0,4.34705673,Datem del Marañón,No,18
No,0.00270765,27.07650769,No,No,"0,8",Recuperación,No,Botadero Caserío Félix Flores,Loreto,Manseriche,222594.0,1434,Municipalidad distrital de Manseriche,Municipalidad distrital de Manseriche,9487942.0,21.45525765,Datem del Marañón,No,18
No,0.01782084,178.20843635,No,No,"0,2",Recuperación,No,Botadero Barrio San Ignacio,Loreto,Morona,253939.0,1435,Municipalidad distrital de Morona,Municipalidad distrital de Morona,9522430.0,54.25268047,Datem del Marañón,No,18
No,0.87196771,8719.67708245,No,No,"0,75",Recuperación,No,Botadero ubicado en la Localidad de Intuto,Loreto,Tigre,526105.0,1193,Municipalidad distrital de El Tigre,"Municipalidad distrital de El Tigre (Comunidades: Intuto, 28 de Julio, Alfonso Ugarte y Santa Maria de Providencia",9613428.0,382.96352871,Loreto,No,18
Si,0.10115836,1011.58358572,No,No,"0,5",Recuperación,No,Botadero ubicado en la calle Helbecio Bardales,Loreto,Urarinas,486977.0,1690,Municipalidad distrital de Urarinas,Municipalidad distrital de Urarinas,9466273.0,129.25230376,Loreto,No,18
No,0.1,104.0,No,No,1.2,Recuperación,No,Botadero S/N (Urarinas),Loreto,Urarinas,485941.0,1770,MUNICIPALIDAD DISTRITAL DE URARINAS,Municipalidad distrital de Urarinas,9467909.0,40.0,Loreto,No,18
No,1.31585921,13158.5921388,No,No,"10,45",Recuperación,No,Botadero ubicado en la carretera Caballococha-Cushillo Cocha,Loreto,Ramón Castilla,334424.0,1276,Municipalidad provincial de Mariscal Ramón Castilla,Municipalidad provincial de Mariscal Ramón Castilla,9565633.0,857.93644201,Mariscal Ramón Castilla,No,19
No,0.23653886,2365.38862116,No,No,4,Recuperación,No,Botadero ubicado en el Centro Poblado Tamshiyacu,Loreto,Fernando Lores,705306.0,1113,Municipalidad distrital de Fernando Lores,Municipalidad distrital de Fernando Lores,9557381.0,222.43924151,Maynas,No,18
No,0.11472013,1147.20129064,No,No,2,Recuperación,No,Botadero ubicado a la altura del Km 1 de la carretera San Juan de Raya,Loreto,Alto Nanay,644758.0,1150,Municipalidad distrital de Alto Nanay,Municipalidad distrital de Alto Nanay,9570466.0,131.71507491,Maynas,No,18
Si,0.3123198,3123.19795378,No,No,No Precisa,Recuperación,No,Botadero ubicado en la localidad de Santa Clotilde,Loreto,Napo,646367.0,1151,Municipalidad distrital de Napo,Municipalidad distrital de Napo,9723006.0,272.14489886,Maynas,No,18
No,0.16426388,1642.63879192,No,No,3,Recuperación,Si,Botadero S/N,Loreto,Mazan,714718.0,1194,Municipalidad distrital de Mazán,Municipalidad distrital de Mazán,9613416.0,157.33020235,Maynas,No,18
No,0.04445969,444.59687062,No,No,2,Recuperación,Si,Botadero ubicado en la localidad de Indiana,Loreto,Mazan,715448.0,1280,Municipalidad distrital de Indiana,Municipalidad distrital de Indiana,9613150.0,92.98032284,Maynas,No,18
No,0.0089514,89.51402613,No,No,1,Recuperación,No,Botadero ubicado en el centro poblado de Cabo Pantoja,Loreto,Torres Causana,480430.0,1689,Municipalidad distrital de Torres Causana,Municipalidad distrital de Torres Causana,9893080.0,37.90365127,Maynas,No,18
No,0.02575412,257.5412483,No,No,1,Recuperación,Si,Botadero S/N,Loreto,Las Amazonas,748271.0,1693,Municipalidad distrital de Las Amazonas,Municipalidad distrital de Las Amazonas,9622172.0,62.95623951,Maynas,No,18
No,0.26,2550.0,No,No,No Precisa,Recuperación,Si,Botadero S/N (Punchana),Loreto,Punchana,694263.0,1822,MUNICIPALIDAD DISTRITAL DE PUNCHANA,Municipalidad distrital de Punchana,9588927.0,334.0,Maynas,No,18
No,0.370477019979,3704.77019979,No,Si,0.025,Recuperación,No,Botadero Municipal Comunidad Santa Rosa-Rosa Panduro,Loreto,Rosa Panduro,677102.0,13,MUNICIPALIDAD DISTRITAL DE ROSA PANDURO,Municipalidad distrital de Rosa Panduro,9802154.0,244.271371554,Putumayo,No,18
No,0.03431654,343.16536718,No,Si,"0,3",Recuperación,No,Botadero S/N,Loreto,Teniente Manuel Clavero,535520.0,1421,Municipalidad distrital de Teniente Manuel Clavero,Municipalidad distrital de Teniente Manuel Clavero,9958522.0,74.71559326,Putumayo,No,18
No,0.12805869,1280.58685375,No,No,"0,03",Recuperación,No,Botadero S/N,Loreto,Soplin,644528.0,687,Municipalidad distrital de Soplín,Municipalidad distrital de Soplín,9335414.0,238.10206187,Requena,No,18
No,0.12653329,1265.33287497,No,No,"0,06",Recuperación,No,Botadero S/N,Loreto,Alto Tapiche,600404.0,842,Municipalidad distrital de Alto Tapiche,Municipalidad distrital de Alto Tapiche,9334296.0,130.52005027,Requena,No,18
No,0.12281628,1228.16275897,No,No,No Precisa,Recuperación,No,Botadero S/N,Loreto,Maquia,544875.0,843,Municipalidad distrital de Maquia,Municipalidad distrital de Maquia,9354988.0,134.64606303,Requena,No,18
No,0.04792282,479.22818548,No,No,"0,2",Recuperación,No,Botadero S/N,Loreto,Puinahua,571920.0,1167,Municipalidad distrital de Puinahua,Municipalidad distrital de Puinahua,9417747.0,107.73765175,Requena,No,18
No,0.07861786,786.17859555,No,No,No Precisa,Recuperación,No,Botadero carretera Tamanco - 28 de Julio,Loreto,Emilio San Martin,580485.0,1179,Municipalidad distrital de Emilio San Martín,Municipalidad distrital de Emilio San Martín,9356902.0,120.13952846,Requena,No,18
No,0.02462035,246.20353653,No,No,"0,02",Recuperación,No,Botadero ubicado en la localidado de Iberia,Loreto,Tapiche,595465.0,1613,Municipalidad distrital de Tapiche,Municipalidad distrital de Emilio Tapiche,9370733.0,61.12580607,Requena,No,18
No,0.11482528,1148.25275675,No,No,No Precisa,Recuperación,No,Botadero S/N,Loreto,Capelo,593176.0,1614,Municipalidad distrital de Capelo,Municipalidad distrital de Capelo,9402389.0,142.53147439,Requena,No,18
Si,3.032754,30327.539887,No,No,18,Recuperación,No,Lugar Alterno Temporal de la Disposición Final de Residuos Sólido Municipales,Loreto,Contamana,504131.0,516,Municipalidad provincial de Ucayali,Municipalidad provincial de Ucayali,9199843.0,705.712412,Ucayali,No,18
No,0.3,3000.0,No,No,2.649,Recuperación,No,Botadero ubicado en la carretera Orellana / Catalina KM 4,Loreto,Vargas Guerra,480023.3,1763,MUNICIPALIDAD DISTRITAL DE VARGAS GUERRA,Municipalidad Distrital de Vargas Guerra,9235336.7,220.0,Ucayali,No,18
No,0.64160179,6416.01787295,No,Si,"7,76",Recuperación,No,Botadero S/N,Loreto,Pastaza,329565.0,1621,Municipalidad provincial de Datem del Marañon,Municipalidad provincial de Datem Del Marañon,9470221.0,296.09008169,Datem del Marañón,Si,18
No,0.12974714,1297.47142024,No,No,"0,04",Recuperación,No,Botadero S/N,Loreto,Andoas,337830.0,1692,Municipalidad distrital de Andoas,Municipalidad distrital de Andoas,9689915.0,146.44918798,Datem del Marañón,Si,18
No,0.55720262,5572.02617479,No,No,1,Recuperación,Si,Botadero Ubicadao en la localidad de Villa Trompeteros,Loreto,Trompeteros,493575.0,1132,Municipalidad distrital de Trompeteros,Municipalidad distrital de Trompeteros,9580391.0,430.83479306,Loreto,Si,18
No,0.00155464,15.54635437,No,No,"1,13",Recuperación,Si,Botadero S/N,Loreto,Parinari,568517.0,1612,Municipalidad distrital de Parinari,Municipalidad distrital de Parinari,9492662.0,15.77813827,Loreto,Si,18
Si,0.49782428,4978.24280987,No,No,"1,23",Recuperación,No,Botadero ubicado en la Localidad de Islandia,Loreto,Yavari,384073.0,1112,Municipalidad distrital de Yavari,Municipalidad distrital de Yavari,9518170.0,338.22288072,Mariscal Ramón Castilla,Si,19
No,0.09033586,903.35863315,No,No,"1,16",Recuperación,No,Botadero ubicado en la localidad de San Pablo,Loreto,San Pablo,267053.0,1250,Municipalidad distrital de San Pablo,Municipalidad distrital de San Pablo,9554990.0,114.73954676,Mariscal Ramón Castilla,Si,19
No,0.0644024,644.02398209,No,No,"3,16",Recuperación,No,Botadero ubicado en la localidad de Pebas,Loreto,Pebas,181641.0,1281,Municipalidad distrital de Pebas,Municipalidad distrital de Pebas,9632637.0,100.08086159,Mariscal Ramón Castilla,Si,19
No,0.13971453,1397.14532732,No,Si,1,Recuperación,No,Botadero ubicado en la localidad de San Antonio de El Estrecho,Loreto,Putumayo,759758.0,1277,Municipalidad provincial de Putumayo,Municipalidad provincial de Putumayo,9728458.0,152.61799923,Putumayo,Si,18
No,0.0843813,843.8130456,No,Si,"0,08",Recuperación,No,Botadero ubicado en la localidad de Colonia Angamos,Loreto,Yaquerana,735150.0,1231,Municipalidad distrital de Yaquerana,Municipalidad distrital de Yaquerana,9431816.0,110.62082507,Requena,Si,18
No,0.15694714,1569.47138207,No,No,"0,5",Recuperación,Si,Botadero ubicado en la localidad de Bagazan,Loreto,Saquena,663461.0,1248,Municipalidad distrital de Saquena,Municipalidad distrital de Saquena,9477438.0,147.15551165,Requena,Si,18
Si,0.43578994,4357.89944832,No,No,"11,25",Recuperación,No,Botadero carretera Requena-Yaquerana,Loreto,Requena,627140.0,1275,Municipalidad provincial de Requena,Municipalidad provincial de Requena,9437835.0,318.07887754,Requena,Si,18
No,0.28664462,2866.44621458,No,No,"0,5",Recuperación,No,Botadero ubicado en la localidad de Jenaro Herrera,Loreto,Jenaro Herrera,648567.0,1293,Municipalidad distrital de Jenaro Herrera,Municipalidad distrital de Jenaro Herrera,9458487.0,293.23637249,Requena,Si,18
Si,0.33301962,3330.19619095,No,No,"11,25",Recuperación,No,Botadero carretera Requena - Yaquerana,Loreto,Requena,627573.0,1308,Municipalidad provincial de Requena, Municipalidad provincial de Requena,9436505.0,273.24817895,Requena,Si,18
No,0.41765966,4176.59663422,No,No,No Precisa,Recuperación,No,Botadero ubicado en el ramal Izquierdo de la Carretera Orellana-Inuruya,Loreto,Vargas Guerra,481421.0,841,Municipalidad distrital de Vargas Guerra,Municipalidad distrital de Vargas Guerra,9236019.0,457.98588251,Ucayali,Si,18
No,0.31265826,3126.5825732,No,No,3,Recuperación,No,Botadero del Centro Poblado de Pampa Hermosa,Loreto,Pampa Hermosa,466950.0,1152,Municipalidad distrital de Pampa Hermosa,Municipalidad distrital de Pampa Hermosa,9203290.0,216.22508533,Ucayali,Si,18
No,0.02401001,240.10007833,No,No,"1,2",Recuperación,No,Botadero carretera Inahuaya-Ipuano,Loreto,Inahuaya,471683.0,1214,Municipalidad distrital de Inahuaya,Municipalidad distrital de Inahuaya,9213977.0,58.48501359,Ucayali,Si,18
No,0.00960541,96.05408921,No,No,4,Recuperación,No,Botadero carretera Tiruntan-Maiscal Castilla,Loreto,Padre Márquez,518450.0,1215,Municipalidad distrital de Padre Marquez,Municipalidad distrital de Padre Marquez,9120292.0,35.33373414,Ucayali,Si,18
No,1.84174926,18417.4925637,No,Si,15,Recuperación,No,Botadero Sector San Salvador (Km 1 de la Carretera Contamana Aguas- Calientes),Loreto,Contamana,498616.0,1284,Municipalidad provincial de Ucayali,Municipalidad provincial de Ucayali,9189500.0,578.66831595,Ucayali,Si,18
No,1.33600895815,13360.0895815,No,No,3.5,Recuperación,No,Botadero Municipal Salvacion,Madre de Dios,Manu,243119.0,30,MUNICIPALIDAD PROVINCIAL DE MANU,Municipalidad Provincial de Manu,8581599.0,471.288996142,Manu,No,19
No,0.76096962,7609.69621424,Si,Si,2,Recuperación,No,Botadero Municipal de Colorado,Madre de Dios,Madre de Dios,348203.0,1096,Municipalidad distrital de Madre de Dios,Municipalidad distrital de Madre de Dios,8603843.0,385.51476243,Manu,No,19
No,1.94546413,19454.641341,No,No,1,Recuperación,No,Botadero de Salvación,Madre de Dios,Madre de Dios,243178.0,1345,Municipalidad provincial del Manú,Municipalidad provincial de Manú,8581562.0,673.13906256,Manu,No,19
No,0.03576348,357.6347994,No,No,"0,5",Recuperación,No,Botadero Municipal de Boca Manu,Madre de Dios,Fitzcarrald,292823.0,1694,Municipalidad distrital de Fitzcarrald,Municipalidad distrital de Fitzcarrald,8643001.0,76.456274,Manu,No,19
No,0.65628901,6562.8901219,No,No,"3,6",Recuperación,No,Botadero Municipal Sector Varsovia,Madre de Dios,Las Piedras,483045.0,1094,Municipalidad distrital de Las Piedras,Municipalidad distrital de Las Piedras,8643756.0,326.20002749,Tambopata,No,19
No,17.9493921,179493.921029,Si,Si,26,Recuperación,No,Botadero del Prado,Madre de Dios,Tambopata,478245.0,1267,Municipalidad provincial de Tambopata,"Municipalidad provincial de Tambopata, Municipalidad distrital de Las Piedras",8616629.0,1940.39057645,Tambopata,No,19
No,0.21455221,2145.5221298,Si,Si,"3,5",Recuperación,Si,Botadero Municipal de Huepetuhe,Madre de Dios,Huepetuhe,332583.0,1095,Municipalidad distrital de Huepetuhe,Municipalidad distrital de Huepetuhe,8562954.0,193.61295879,Manu,Si,19
No,0.33674123,3367.41225378,No,No,"3,5",Recuperación,No,Botadero Municipal de Iberia,Madre de Dios,Iberia,446869.0,1097,Municipalidad distrital de Iberia,Municipalidad distrital de Iberia,8743504.0,279.58520691,Tahuamanu,Si,19
No,0.65160421,6516.04212442,Si,Si,1,Recuperación,No,Botadero de Iñapari,Madre de Dios,Iñapari,439234.0,1329,Municipalidad provincial de Tahuamanu,Municipalidad provincial de Tahuamanu,8785398.0,337.51311249,Tahuamanu,Si,19
No,0.46921645,4692.16451441,No,Si,5,Recuperación,No,Botadero Municipal de Mazuko,Madre de Dios,Inambari,350169.0,1163,Municipalidad distrital de Inambari,Municipalidad distrital de Inambari,8552142.0,254.90370614,Tambopata,Si,19
No,0.15481502,1548.15022397,No,Si,"1,5",Recuperación,No,Botadero Municipal de Puerto Rosario,Madre de Dios,Laberinto,437532.0,1173,Municipalidad distrital de Laberinto,Municipalidad distrital de Laberinto,8594810.0,197.69534666,Tambopata,Si,19
No,0.3,3000.0,No,No,0.1,Recuperación,No,Botadero de Qoraypampa,Moquegua,Chojata,315615.0,1721,MUNICIPALIDAD DISTRITAL DE CHOJATA,Municipalidad distrital de Chojata,8185900.0,70.0,General Sanchez Cerro,No,19
Si,0.2,2000.0,No,Si,0.5,Recuperación,No,Botadero Yanacancha Q’ucho-Huancuni,Moquegua,Ichuña,343835.0,1799,MUNICIPALIDAD DISTRITAL DE ICHUÑA,Municipalidad distrital de Ichuña,8214959.0,220.0,General Sánchez Cerro,No,19
Si,4.07347902165,40734.7902165,No,Si,2.5,Recuperación,No,Botadero distrital de Torata,Moquegua,Torata,301255.0,9,MUNICIPALIDAD DISTRITAL DE TORATA,Municipalidad distrital de Torata,8110720.0,1022.03618109,Mariscal Nieto,No,19
No,0.05250939,525.09386563,No,No,"0,54",Recuperación,No,Botadero Amahuani,Moquegua,Ichuña,333599.0,414,Municipalidad distrital de Ichuña,Municipalidad distrital de Ichuña,8214213.0,90.38557281,General Sánchez Cerro,Si,19
No,2.90918286,29091.8285609,No,No,"0,71",Recuperación,No,Botadero Santa Rosa,Moquegua,Puquina,262880.0,415,Municipalidad distrital de Puquina,Municipalidad distrital de Puquina,8164659.0,814.49648679,General Sánchez Cerro,Si,19
No,0.06664013,666.40133588,No,No,"0,47",Recuperación,No,Botadero Huanule,Moquegua,Lloque,314747.0,620,Municipalidad distrital de Lloque,Municipalidad distrital de Lloque,8193686.0,105.86707504,General Sánchez Cerro,Si,19
No,0.06700274,670.02737628,No,No,"0,29",Recuperación,No,Botadero Tucac,Moquegua,Lloque,314061.0,680,Municipalidad distrital de Yunga,Municipalidad distrital de Yunga,8201508.0,100.4054147,General Sánchez Cerro,Si,19
No,0.19211339,1921.13390379,No,No,"1,9",Recuperación,No,Botadero Cerro Blanco (Tamaña),Moquegua,Omate,286673.0,681,Municipalidad provincial General Sanchez Cerro,"Municipalidad provincial de Sanchez Cerro, Municipalidad distrital de Coalaque",8157473.0,171.06984266,General Sánchez Cerro,Si,19
Si,0.0194946,194.94602136,No,No,"0,3",Recuperación,No,Botadero Layanque,Moquegua,La Capilla,268098.0,1340,Municipalidad distrital de La Capilla,Municipalidad distrital de  La Capilla,8144891.0,61.55370008,General Sánchez Cerro,Si,19
No,0.04292053,429.20528144,No,No,"0,74",Recuperación,No,Botadero La Laja,Moquegua,Quinistaquillas,298601.0,1341,Municipalidad distrital de Quinistaquillas,Municipalidad distrital de Quinistaquillas,8145610.0,93.45807071,General Sánchez Cerro,Si,19
No,0.03,276.0,Si,No,"0,67",Recuperación,No,Botadero Hiluhuya,Moquegua,Chojata,314112.0,1342,Municipalidad distrital de Chojata,Municipalidad distrital de Chojata,8186329.0,69.0,General Sánchez Cerro,Si,19
No,0.04932528,493.25282296,No,No,"0,4",Recuperación,No,Botadero S/N,Moquegua,Ubinas,303005.0,1357,Municipalidad distrital de Ubinas,Municipalidad distrital de Ubinas,8187102.0,85.52834302,General Sánchez Cerro,Si,19
No,0.05248989,524.89889874,No,Si,"0,11",Recuperación,No,Botadero Trigomonte,Moquegua,Matalaque,306452.0,1668,Municipalidad distrital de Matalaque,Municipalidad distrital de Matalaque,8173012.0,90.28115099,General Sánchez Cerro,Si,19
No,21.43869256,214386.925638,Si,Si,"43,71",Recuperación,No,Botadero Pampa de Palo,Moquegua,Ilo,257178.0,413,Municipalidad provincial de Ilo,"Municipalidad provincial de Ilo, Municipalidad distrital de Algarrobal, Municipalidad distrital de Pacocha",8040702.0,1829.02945758,Ilo,Si,19
No,0.47541793,4754.17934376,Si,No,"0,47",Recuperación,No,Botadero Challapatja,Moquegua,San Cristóbal,323971.0,449,Municipalidad distrital de San Cristobal de Calacoa,"Municipalidad distrital de San Cristobal de Calacoa, Municipalidad distrital de Cuchumbaya",8150873.0,304.0306179,Mariscal Nieto,Si,19
Si,5.9344554,59344.554027,Si,Si,27,Recuperación,No,Botadero Quebrada Cementerio N°01,Moquegua,Moquegua,297748.0,497,Municipalidad provincial de Mariscal Nieto,"Municipalidad provincial de Mariscal Nieto, Municipalidad distrital de Samegua",8097040.0,1026.23908725,Mariscal Nieto,Si,19
Si,3.16119012,31611.9012062,Si,No,"25,19",Recuperación,Si,Botadero Quebrada Cementerio N°02,Moquegua,Moquegua,298479.0,1051,Municipalidad provincial de Mariscal Nieto,"Municipalidad provincial de Mariscal Nieto, Municipalidad distrital de Samegua",8096997.0,1135.60088253,Mariscal Nieto,Si,19
No,0.49388974,4938.89739955,Si,No,"0,25",Recuperación,No,Botadero Chuvilaque,Moquegua,Torata,301258.0,1065,Municipalidad distrital de Torata,Municipalidad distrital de Torata,8111570.0,288.6119681,Mariscal Nieto,Si,19
No,0.08935512,893.55121908,Si,No,"0,63",Recuperación,No,Botadero Chilligua,Moquegua,Torata,322082.0,1294,Municipalidad distrital de Carumas,Municipalidad distrital de Carumas,8131973.0,122.27913476,Mariscal Nieto,Si,19
No,0.8885222,8885.22197273,No,No,No Precisa,Recuperación,No,Botadero Huaychaumarca,Pasco,Yanahuanca,328230.0,432,Municipalidad provincial de Daniel Alcides Carrión,Municipalidad provincial de Daniel Alcides Carrión,8834814.0,352.05932236,Daniel Alcides Carrión,No,18
No,0.06828404,682.84042829,No,No,No Precisa,Recuperación,No,Botadero La Gasha,Pasco,Goyllarisquizga,345514.0,931,Municipalidad distrital de Goyllarisquizga,Municipalidad distrital de Goyllarisquizga,8842794.0,102.44310871,Daniel Alcides Carrión,No,18
No,0.24478608,2447.86078625,No,No,"0,3",Recuperación,No,Botadero Jamama,Pasco,Paucar,341434.0,933,Municipalidad distrital de Paucar,Municipalidad distrital de Paucar,8853790.0,237.15910062,Daniel Alcides Carrión,No,18
No,0.73964659,7396.46588671,No,No,"0,2",Recuperación,No,Botadero Jamana,Pasco,San Pedro de Pillao,335042.0,1049,Municipalidad provincial de Daniel Alcides Carrión,Municipalidad provincial de Daniel Alcides Carrión,8843919.0,379.34420681,Daniel Alcides Carrión,No,18
No,0.07892943,789.29431348,No,No,"0,14",Recuperación,Si,Botadero Capillajirca,Pasco,Tapuc,340198.0,1230,Municipalidad distrital de Tapuc,Municipalidad distrital de Tapuc,8844576.0,117.88187604,Daniel Alcides Carrión,No,18
No,0.03419782,341.97820533,No,No,"2,35",Recuperación,No,Botadero Almarumi,Pasco,Santa Ana de Tusi,352037.0,1289,Municipalidad distrital de Santa Ana de Tusi,Municipalidad distrital de Santa Ana de Tusi,8841513.0,80.0153856,Daniel Alcides Carrión,No,18
No,0.04499845,449.98454008,No,No,"0,14",Recuperación,No,Botadero Vizcacha,Pasco,San Pedro de Pillao,337186.0,1291,Municipalidad distrital de San Pedro de Pillao,Municipalidad distrital de San Pedro de Pillao,8845458.0,86.44732813,Daniel Alcides Carrión,No,18
Si,0.27,270.0,No,No,0.42,Reconversión,No,Botadero Shegshin,Pasco,Santa Ana de Tusi,350523.0,1779,MUNICIPALIDAD DISTRITAL SANTA ANA DE TUSI,Municipalidad distrital de Santa Ana de Tusi,8844695.0,2655.12,Daniel Alcides Carrión,No,18
Si,0.18139479,1813.94785881,No,No,12,Recuperación,Si,Botadero San José,Pasco,Villa Rica,467173.0,485,Municipalidad distrital de Villa Rica,Municipalidad distrital de Villa Rica,8811271.0,166.65778188,Oxapampa,No,18
No,0.72188618,7218.86176702,No,No,2,Recuperación,No,Botadero San Jorge Gramazo,Pasco,Huancabamba,448534.0,844,Municipalidad provincial Oxapampa,"Municipalidad provincial de Oxapampa, Municipalidad distrital de Huancabamba, Municipalidad distrital de Chontabamba",8837501.0,461.81820967,Oxapampa,No,18
Si,0.47851636,4785.16360856,No,No,"1,69",Recuperación,No,Botadero Prusia,Pasco,Pozuzo,438782.0,934,Municipalidad distrital de Pozuzo,Municipalidad distrital de Pozuzo,8883447.0,258.79466745,Oxapampa,No,18
Si,0.83608384,8360.83838001,No,No,2,Recuperación,No,Botadero Av. 18 de Julio,Pasco,Palcazu,483050.0,1107,Municipalidad distrital de Palcazu,Municipalidad distrital de Palcazu,8874463.0,458.86227491,Oxapampa,No,18
No,0.53296147,5329.61472335,No,No,"3,6",Recuperación,Si,Botadero Santa Rosa de Chivis,Pasco,Puerto Bermúdez,505950.0,1116,Municipalidad distrital de Puerto Bermudez,Municipalidad distrital de Puerto Bermudez,8861193.0,370.74701262,Oxapampa,No,18
No,0.50077604,5007.76035876,Si,No,"0,2",Recuperación,No,Botadero Mallampampa,Pasco,Huancabamba,429955.0,1695,Municipalidad distrital de Huancabamba,Municipalidad distrital de Huancabamba,8840013.0,343.13207279,Oxapampa,No,18
No,0.49918302,4991.83023211,No,No,7,Recuperación,No,Botadero Rauyhuana,Pasco,Huayllay,350240.0,423,Municipalidad distrital de Huayllay,Municipalidad distrital de Huayllay,8783198.0,340.50287521,Pasco,No,18
No,2.56527509,25652.7509323,No,No,"0,82",Recuperación,No,Botadero Pichausacancha,Pasco,Ninacaca,378025.0,424,Municipalidad distrital de Ninacaca,Municipalidad distrital de Ninacaca,8797829.0,630.62770273,Pasco,No,18
No,1.10113876,11011.3875692,No,No,"0,298",Recuperación,No,Botadero Tomachishga,Pasco,Vicco,362338.0,425,Municipalidad distrital de Vicco,Municipalidad distrital de Vicco,8804040.0,514.24588004,Pasco,No,18
Si,0.13082288,1308.22881781,No,No,1,Recuperación,No,Botadero Gallahuari - Quiparacra,Pasco,Ninacaca,402935.0,486,Municipalidad distrital de Huachón,Municipalidad distrital de Huachón,8823565.0,194.79680017,Pasco,No,18
Si,0.1556918,1556.91798342,No,No,4,Recuperación,No,Botadero Santa Cruz,Pasco,Paucartambo,414129.0,502,Municipalidad distrital de Paucartambo,Municipalidad distrital de Paucartambo,8809333.0,156.89579559,Pasco,No,18
No,0.08191087,819.10872184,No,No,"3,5",Recuperación,Si,Botadero Carhuacayan,Pasco,Pallanchacra,364891.0,932,Municipalidad distrital de Pallanchacra,Municipalidad distrital de Pallanchacra,8849192.0,117.41383775,Pasco,No,18
No,0.09971865,997.18647142,No,No,"0,91",Recuperación,No,Botadero Huarmi Ishpanan,Pasco,San Francisco de Asís de Yarusyacan,368577.0,1048,Municipalidad distrital de San Francisco de Yarusyacan,Municipalidad distrital de San Francisco de Yarusyacan,8840046.0,127.40914998,Pasco,No,18
Si,1.2422396,12422.3959563,No,No,"3,285",Reconversión,No,Botadero Cashamachay,Pasco,Huariaca,368576.0,1115,Municipalidad distrital de Huariaca,Municipalidad distrital de Huariaca,8846413.0,449.00134599,Pasco,No,18
No,0.39034171,3903.41712857,No,No,"1,5",Recuperación,No,Botadero Luquiakuna,Pasco,Ticlacayan,371414.0,1273,Municipalidad distrital de Ticlacayan,Municipalidad distrital de Ticlacayan,8835963.0,254.81656893,Pasco,No,18
No,0.02494416,249.44163775,No,No,"0,02",Recuperación,Si,Botadero Jeriragra,Pasco,Vilcabamba,341708.0,1288,Municipalidad distrital de Vilcabamba,Municipalidad distrital de Vilcabamba,8840320.0,65.63765456,Daniel Alcides Carrión,Si,18
No,0.15023108,1502.3107605,No,No,"1,2",Recuperación,No,Botadero Ricachacuna,Pasco,Chacayan,342306.0,1292,Municipalidad distrital de Chacayán,Municipalidad distrital de Chacayán,8845599.0,177.20213532,Daniel Alcides Carrión,Si,18
No,1.64476128,16447.6127908,Si,Si,"7,7",Recuperación,Si,Botadero costado de la Carretera Belaunde Terry,Pasco,Constitución,498074.0,913,Municipalidad distrital de Constitución,Municipalidad distrital de Constitución,8908080.0,611.03044333,Oxapampa,Si,18
No,0.27372385,2737.2385237,No,No,"0,214",Recuperación,No,Botadero El Noque,Piura,Sicchez,634615.0,427,Municipalidad distrital de Sicchez,Municipalidad distrital de Sicchez,9495921.0,196.58585194,Ayabaca,No,17
