ACT_SEGREG,AREA_HA,AREA_M2,ARROJO_RR1,ARROJO_RR_,CANT_RRSS,CATEGORIA,CRIANZA_AN,DEN_BOT,DEPARTAMEN,DISTRITO,ESTE,Index,M_ADM_BOT,M_DISP_RRS,NORTE,PERIMETRO,PROVINCIA,QUEMA_BASU,ZONA
No,4.0,40000.0,No,No,0.15,NUEVO,No,Botadero Tanccama,APURIMAC,LAMBRAMA,741261.0,1709,MUNICIPALIDAD DISTRITAL DE LAMBRAMA,MUNICIPALIDAD DISTRITAL DE LAMBRAMA,8467175.0,1000.0,ABANCAY,No,18
No,0.5,5000.0,No,Si,0.133,NUEVO,No,Botadero Yura Yurac,APURIMAC,PICHIRHUA,709749.0,1711,MUNICIPALIDAD DISTRITAL DE PICHIRHUA,MUNICIPALIDAD DISTRITAL DE PICHIRHUA,8465120.0,320.42,ABANCAY,No,18
No,0.76505,7650.5,No,No,0.0639,NUEVO,No,Botadero Huachaypampa-Llipllina,HUANCAVELICA,ROSARIO,544176.29,1706,MUNICIPALIDAD DISTRITAL DE ROSARIO,MUNICIPALIDAD DISTRITAL DE ROSARIO,8591914.66,420.56,ACOBAMBA,No,18
No,0.17,1761.0,No,Si,0.085,NUEVO,No,Botadero Acco,HUANCAVELICA,AURAHUA,438466.0,1704,MUNICIPALIDAD DISTRITAL DE AURAHUA,MUNICIPALIDAD DISTRITAL DE AURAHUA,8559237.0,199.0,CASTROVIRREYNA,No,18
No,0.02,200.0,No,No,0.066,NUEVO,No,Botadero S/N (Lluta),AREQUIPA,LLUTA,181433.0,1714,MUNICIPALIDAD DISTRITAL DE LLUTA,MUNICIPALIDAD DISTRITAL DE LLUTA,8226067.0,55.0,CAYLLOMA,No,19
No,0.0,0.0,No,No,No precisa,NUEVO,No,Botadero La Quebrada Jarpa,JUNIN,SAN JUAN DE JARPA,454216.17,1702,MUNICIPALIDAD DISTRITAL SAN JUAN DE JARPA,MUNICIPALIDAD DISTRITAL SAN JUAN DE JARPA,48659213.52,0.0,CHUPACA,No,18
Si,0.1,928.0,No,No,14,NUEVO,No,Botadero Shihua,CAJAMARCA,BAMBAMARCA,772834.0,1713,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC,9257003.0,122.0,HUALGAYOC,No,17
No,0.01,100.0,No,No,0.1,NUEVO,No,Botadero Huancoura,AYACUCHO,SANTIAGO DE PISCHA,565109.0,1703,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PISCHA,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PISCHA,8553962.0,0.0,HUAMANGA,No,18
No,1.0,10000.0,No,No,1,NUEVO,No,Botadero Cuytupata,AYACUCHO,TAMBILLO,588633.0,1719,MUNICIPALIDAD PROVINCIAL DE HUAMANGA,MUNICIPALIDAD PROVINCIAL DE HUAMANGA,8542939.0,0.0,HUAMANGA,No,18
No,0.07,110.0,No,No,No precisa,NUEVO,No,Botadero Portacruz,AYACUCHO,CARAPO,568555.0,1716,MUNICIPALIDAD DISTRITAL DE CARAPO,MUNICIPALIDAD DISTRITAL DE CARAPO,8476029.0,110.0,HUANCA SANCOS,No,18
No,3.7,37000.0,No,No,No precisa,NUEVO,No,Botadero Linderopampa,AYACUCHO,SACSAMARCA,576979.0,1718,MUNICIPALIDAD DISTRITAL DE SACSAMARCA,MUNICIPALIDAD DISTRITAL DE SACSAMARCA,8461931.0,736.0,HUANCA SANCOS,No,18
No,0.0958,0.0,No,No,0.35,NUEVO,No,Botadero Taraco,PUNO,TARACO,395719.0,1720,MUNICIPALIDAD DISTRITAL DE TARACO,MUNICIPALIDAD DISTRITAL DE TARACO,8308599.0,184.0,HUANCANE,No,19
No,0.8,8000.0,No,No,0.143,Recuperación,No,Botadero Sector Cochabamba,Junin,Pucara,491751.0,1743,MUNICIPALIDAD DISTRITAL DE PAZOS,Municipalidad Distrital de Pazos,8647581.0,0.0,Huancayo,No,18
No,0.0,0.0,No,No,No precisa,Reconversión,No,Botadero Conostoco II,TACNA,LOCUMBA,313994.0,1782,MUNICIPALIDAD PROVINCIAL JORGE BASADRE,No precisa,8053032.0,0.0,JORGE BASADRE,No,19
No,0.40864448,4086.44475821,No,No,22,Recuperación,No,Botadero ubicado en el Sector Ramiro Prialé,San Martin,Rioja,251047.0,1555,Municipalidad provincial de Rioja,Municipalidad provincial de Rioja,9331777.0,358.91925984,Rioja,No,18
No,0.23,0.0,No,No,0.017,NUEVO,No,Botadero Pomacocha,AYACUCHO,VISCHONGO,610210.0,1707,MUNICIPALIDAD DISTRITAL DE VISCHONGO,MUNICIPALIDAD DISTRITAL DE VISCHONGO,8492072.0,200.0,VILCAS HUAMAN,No,18
No,0.0016,160.0,No,No,0.011,NUEVO,No,Botadero Ccachubamba,AYACUCHO,VISCHONGO,612300.0,1708,MUNICIPALIDAD DISTRITAL DE VISCHONGO,MUNICIPALIDAD DISTRITAL DE VISCHONGO,8495612.0,180.0,VILCAS HUAMAN,No,18
No,1.0,10000.0,No,No,0.285,NUEVO,No,Botadero Huranginayoc,APURIMAC,CHACOCHE,713048.0,1710,MUNICIPALIDAD DISTRITAL DE CHACOCHE,MUNICIPALIDAD DISTRITAL DE CHACOCHE,8462510.0,1400.0,ABANCAY,Si,18
No,0.0341,341.0,No,No,0.057,NUEVO,No,Botadero de Tucac 2,MOQUEGUA,LLOQUE,313529.65,1712,MUNICIPALIDAD DISTRITAL DE YUNGA,MUNICIPALIDAD DISTRITAL DE YUNGA,8200585.48,80.0,GENERAL SANCHEZ CERRO,Si,19
Si,0.3,3000.0,No,No,No precisa,NUEVO,No,Botadero Tawaqocha,AYACUCHO,PACAYCASA,583180.0,1717,MUNICIPALIDAD DISTRITAL DE PACAYCASA,MUNICIPALIDAD DISTRITAL DE PACAYCASA,855606.0,233.0,HUAMANGA,Si,18
Si,1.25,12500.0,No,No,1.75,NUEVO,No,Botadero El Conil,LA LIBERTAD,USQUIL,784229.68,1705,MUNICIPALIDAD DISTRITAL DE USQUIL,MUNICIPALIDAD DISTRITAL DE USQUIL,9136566.33,548.02,OTUZCO,Si,17
No,0.04435072,443.50722301,Si,Si,6,Recuperación,No,Botadero de Imaza,Amazonas,Imaza,800200.0,226,Municipalidad distrital de Imaza,Municipalidad distrital de Imaza,9430633.0,74.74936125,Bagua,No,17
No,2.26907246,22690.7246067,Si,Si,"18,64",Recuperación,No,Botadero Sector La Curva - Pasamayito,Amazonas,Bagua,774198.0,227,Municipalidad provincial de Bagua,"Municipalidad distrital de Bagua, Municipalidad distrital de La Peca, Municipalidad distrital de El Parco, Municipalidad distrital de Copallin Y Municipalidad distrital de Aramango",9378758.0,609.15989725,Bagua,No,17
No,0.09128242,912.8241839,No,No,No Precisa,Recuperación,No,Botadero de Valera,Amazonas,Valera,177407.0,79,Municipalidad distrital de Valera,Municipalidad distrital de Valera,9329251.0,117.05754922,Bongará,No,18
Si,0.23137934,2313.79344317,No,Si,"0,8",Recuperación,No,Botadero de Yambrasbamba,Amazonas,Yambrasbamba,175464.0,81,Municipalidad distrital de Yambrasbamba,Municipalidad distrital de Yambrasbamba,9365939.0,192.05720946,Bongará,No,18
No,1.56911383,15691.1383418,No,Si,"2,38",Recuperación,No,Botadero de Florida,Amazonas,Florida,170067.0,205,Municipalidad distrital de Florida,Municipalidad distrital de Florida,9352139.0,506.76786894,Bongará,No,18
No,0.1451433,1451.43295239,Si,Si,"1,61",Recuperación,No,Botadero Sector Ñull,Amazonas,Jazan,171806.0,207,Municipalidad distrital de Jazan,"Municipalidad distrital de Jazan, Municipalidad distrital de San Carlos, Municipalidad distrital de Churuja, Municipalidad distrital de Cuispes",9341396.0,218.98476188,Bongará,No,18
Si,2.63155083,26315.5082597,No,No,"1,92",Recuperación,No,Botadero Sector Tayaloma,Amazonas,Jumbilla,189624.0,1228,Municipalidad provincial de Bongara,"Municipalidad distrital de Bongara, Municipalidad distrital de Chisquilla, Municipalidad distrital de La Recta",9347639.0,621.57995196,Bongará,No,18
No,0.00028699,2.8698631,No,No,"0,0015",Recuperación,No,Botadero Chiliquín,Amazonas,Jumbilla,190508.0,1462,Municipalidad distrital de Chiliquín,Municipalidad distrital de Chiliquín,9324563.0,6.00531126,Bongará,No,18
No,0.23857582,2385.7582452,No,No,1,Recuperación,No,Botadero Sector Huarangopata,Amazonas,Shipasbamba,169723.0,1524,Municipalidad distrital de Shipasbamba,Municipalidad distrital de Shipasbamba,9344887.0,195.2084327,Bongará,No,18
Si,0.36694858,3669.4857817,Si,Si,6,Recuperación,No,Botadero S/N,Amazonas,Jumbilla,189882.0,1570,Municipalidad distrital de Chisquilla,"Municipalidad distrital de Recta, Municipalidad distrital de Chisquilla, Municipalidad distrital de Corosha",9347970.0,247.58049921,Bongará,No,18
Si,0.2213426,2213.4260434,No,No,"0,14",Recuperación,No,Botadero de Magdalena,Amazonas,Magdalena,180570.0,38,Municipalidad distrital de Magdalena,Municipalidad distrital de Magdalena,9292858.0,210.38185105,Chachapoyas,No,18
No,0.08478807,847.88067668,No,Si,"2,5",Recuperación,No,Botadero de Levanto,Amazonas,Levanto,180065.0,41,Municipalidad distrital de Levanto,Municipalidad distrital de Levanto,9301503.0,120.20439946,Chachapoyas,No,18
Si,0.08527963,852.79625493,No,No,"0,05",Recuperación,No,Botadero de Municipal,Amazonas,San Francisco de Daguas,197106.0,75,Municipalidad distrital de San Francisco de Daguas,Municipalidad distrital de San Francisco de Daguas,9311022.0,118.07033411,Chachapoyas,No,18
Si,0.08078362,807.83620899,No,No,"0,02",Recuperación,No,Botadero de Cheto 1,Amazonas,Cheto,201533.0,95,Municipalidad distrital de Cheto,Municipalidad distrital de Cheto,9307537.0,134.48958116,Chachapoyas,No,18
No,0.13568475,1356.84748356,No,No,2,Recuperación,No,Botadero de Leimebamba,Amazonas,Leimebamba,194353.0,138,Municipalidad distrital de Leimebamba,Municipalidad distrital de Leimebamba,9261530.0,130.74426683,Chachapoyas,No,18
Si,0.12109051,1210.90506884,No,No,"0,08",Recuperación,Si,Botadero de Balsas,Amazonas,Balsas,829909.0,611,Municipalidad distrital de Balsas,Municipalidad distrital de Balsas,9244293.0,144.0093613,Chachapoyas,No,17
No,0.23037345,2303.73448388,No,No,"0,03",Recuperación,No,Botadero de Chuquibamba,Amazonas,Chuquibamba,184565.0,783,Municipalidad distrital de Chuquibamba,Municipalidad distrital de Chuquibamba,9232472.0,201.0812808,Chachapoyas,No,18
No,0.13665519,1366.55194852,No,No,"0,993",Recuperación,No,Botadero de Molinopampa,Amazonas,San Francisco de Daguas,201285.0,1229,Municipalidad distrital de Molinopampa,Municipalidad distrital de Molinopampa,9313343.0,136.45652217,Chachapoyas,No,18
No,0.05593047,559.30465825,No,No,No Precisa,Recuperación,No,Botadero Olleros N° 3,Amazonas,Olleros,204791.0,1415,Municipalidad distrital de Olleros,Municipalidad distrital de Olleros,9331797.0,83.83572998,Chachapoyas,No,18
No,0.01783409,178.34094916,No,No,"0,03",Recuperación,No,Botadero Quinjalca,Amazonas,Quinjalca,201734.0,1461,Municipalidad distrital de Quinjalca,Municipalidad distrital de Quinjalca,9329546.0,47.34024148,Chachapoyas,No,18
No,0.00044424,4.44241854,No,No,"0,0015",Recuperación,No,Botadero Chiliquín,Amazonas,Chiliquin,190693.0,1463,Municipalidad distrital de Chiliquín,Municipalidad distrital de Chiliquín,9324475.0,7.47161815,Chachapoyas,No,18
Si,0.04565395,456.5394715,No,No,"0,2",Recuperación,No,Botadero de San Isidro del Maino,Amazonas,San Isidro de Maino,180017.0,1472,Municipalidad distrital de San Isidro del Maino,Municipalidad distrital de San Isidro del Maino,9298276.0,90.25509272,Chachapoyas,No,18
No,0.02643382,264.33823387,No,No,"0,12",Recuperación,No,Botadero Montevideo,Amazonas,Montevideo,192196.0,1474,Municipalidad distrital de Montevideo,Municipalidad distrital de Montevideo,9265755.0,66.86784622,Chachapoyas,No,18
No,0.00015386,1.53861753,No,No,"0,0015",Recuperación,No,Botadero Chiliquín,Amazonas,Chiliquin,190698.0,1476,Municipalidad distrital de Chiliquín,Municipalidad distrital de Chiliquín,9324431.0,4.39713977,Chachapoyas,No,18
No,0.97958565,9795.85647666,No,No,"0,05",Recuperación,No,Botadero Asunción,Amazonas,Quinjalca,200452.0,1477,Municipalidad distrital de Asunción,Municipalidad distrital de Asunción,9332008.0,407.44387201,Chachapoyas,No,18
No,0.05648963,564.89633876,No,No,No Precisa,Recuperación,No,Botadero Olleros N° 1,Amazonas,Olleros,204726.0,1487,Municipalidad distrital de Olleros,Municipalidad distrital de Olleros,9332146.0,84.25376402,Chachapoyas,No,18
No,0.09139261,913.92606198,No,No,"0,006",Recuperación,No,Botadero Sector Timbul,Amazonas,La Jalca,185986.0,1505,Municipalidad distrital de La Jalca,Municipalidad distrital de La Jalca,9280948.0,168.26610919,Chachapoyas,No,18
No,0.04754123,475.41225057,No,No,No Precisa,Recuperación,No,Botadero Olleros N° 2,Amazonas,Olleros,205013.0,1506,Municipalidad distrital de Olleros,Municipalidad distrital de Olleros,9332166.0,77.2929915,Chachapoyas,No,18
No,0.04051629,405.16288875,No,No,"0,100",Recuperación,No,Botadero Queminas,Amazonas,Cheto,199834.0,1537,Municipalidad distrital de Cheto,Municipalidad distrital de Cheto,9307869.0,80.46234946,Chachapoyas,No,18
No,0.01720394,172.03938977,No,No,"0,15",Recuperación,No,Botadero Mariscal Castilla,Amazonas,Mariscal Castilla,188681.0,1574,Municipalidad distrital de Mariscal Castilla,Municipalidad distrital de Mariscal Castilla,9271193.0,53.38353733,Chachapoyas,No,18
Si,0.16328984,1632.89840657,No,No,"1,5",Reconversión,No,Botadero Soloco,Amazonas,Chachapoyas,192534.0,1631,Municipalidad distrital de Soloco,Municipalidad distrital de Soloco,9308499.0,175.0322242,Chachapoyas,No,18
No,0.0015891,15.8909941,No,No,"0,1",Recuperación,No,Botadero de Granada,Amazonas,Quinjalca,206100.0,1632,Municipalidad distrital de Granada,Municipalidad distrital de Granada,9320402.0,14.13124627,Chachapoyas,No,18
No,0.04,400.0,No,No,No precisa,Recuperación,No,Botadero Pongomia,Amazonas,Chachapoyas,181284.0,1760,MUNICIPALIDAD DISTRITAL DE HUANCAS,Municipalidad Distrital de Huancas,9314138.0,85.0,Chachapoyas,No,18
Si,2.25133029,22513.3029244,No,No,8,Recuperación,No,Botadero Nuevo Siasmi - 3 Unidos,Amazonas,Nieva,187451.0,208,Municipalidad provincial de Condorcanqui,Municipalidad provincial de Condorcanqui,9478361.0,567.40201962,Condorcanqui,No,18
No,0.08889035,888.90353843,No,No,"0,571",Recuperación,No,Botadero Sector Pongo Ronsoco,Amazonas,El Cenepa,806859.0,1446,Municipalidad distrital de El Cenepa,Municipalidad distrital de El Cenepa,9508509.0,105.68959885,Condorcanqui,No,17
No,0.01268419,126.84186077,No,No,"0,3",Recuperación,No,Botadero S/N,Amazonas,Providencia,802250.0,40,Municipalidad distrital de Matara,"Municipalidad distrital de Matara, Municipalidad distrital de Providencia",9296520.0,39.974997,Luya,No,17
No,0.13804904,1380.49036411,No,No,"0,03",Recuperación,No,Botadero de Colcamar,Amazonas,Colcamar,172116.0,42,Municipalidad distrital de Colcamar,Municipalidad distrital de Colcamar,9302290.0,142.87624567,Luya,No,18
No,0.12986724,1298.6723817,No,No,3,Recuperación,No,Botadero de Conila,Amazonas,Lonya Chico,827091.0,76,Municipalidad distrital de Conila,Municipalidad distrital de Conila,9313275.0,154.92629264,Luya,No,17
No,0.41629251,4162.92505613,No,No,"1,2",Recuperación,No,Botadero de Luya,Amazonas,Luya,175004.0,77,Municipalidad distrital de Luya,Municipalidad distrital de Luya,9315763.0,243.84302606,Luya,No,18
No,0.0947301,947.30104735,No,No,"0,5",Recuperación,No,Botadero de Lonya Chico,Amazonas,Lonya Chico,172594.0,96,Municipalidad distrital de Lonya Chico,Municipalidad distrital de Lonya Chico,9309729.0,124.25191927,Luya,No,18
No,0.01288524,128.85240141,Si,Si,No Precisa,Recuperación,No,Botadero de Inguilpata,Amazonas,Lonya Chico,174644.0,97,Municipalidad distrital de Inguilpata,Municipalidad distrital de Inguilpata,9310249.0,40.29056856,Luya,No,18
No,0.07323208,732.32084642,No,Si,"0,3",Recuperación,No,Botadero de Santa Catalina,Amazonas,Santa Catalina,826234.0,362,Municipalidad distrital de Santa Catalina,Municipalidad distrital de Santa Catalina,9322701.0,107.49685149,Luya,No,17
Si,0.183199,1831.992321,No,No,0.79,Recuperación,No,Botadero de San Cristóbal,Amazonas,San Cristóbal,173028.0,493,Municipalidad distrital de San Cristóbal,Municipalidad distrital de San Cristóbal,9324646.0,191.769808,Luya,No,18
Si,0.00500917,50.09166046,No,No,"0,1",Recuperación,No,Botadero de Cocabamba,Amazonas,Cocabamba,168260.0,781,Municipalidad distrital de Cocabamba,Municipalidad distrital de Cocabamba,9267762.0,29.1073152,Luya,No,18
No,0.05640205,564.02051456,No,No,"1,43",Recuperación,No,Botadero Chongoyape,Amazonas,Camporredondo,792883.0,825,Municipalidad distrital de Camporredondo,Municipalidad distrital de Camporredondo,9310822.0,92.41169511,Luya,No,17
No,0.04774552,477.45522487,No,No,"0,400",Recuperación,No,Botadero El Morochal,Amazonas,Ocumal,809502.0,826,Municipalidad distrital de Ocumal,Municipalidad distrital de Ocumal,9305253.0,94.65114992,Luya,No,17
No,0.02280018,228.00183988,No,No,No Precisa,Recuperación,No,Botadero Sector Beshuatan,Amazonas,San Jerónimo,170791.0,935,Municipalidad distrital de San Jerónimo,Municipalidad distrital de San Jerónimo,9328879.0,58.61117425,Luya,No,18
No,0.04920553,492.05529491,No,No,"0,142",Recuperación,No,Botadero de Luya Viejo,Amazonas,Luya,828599.0,1424,Municipalidad distrital de Luya Viejo,Municipalidad distrital de Luya Viejo,9320452.0,93.16079229,Luya,No,17
No,0.1674722,1674.72203063,No,No,"0,1",Recuperación,No,Botadero de San Francisco del Yeso,Amazonas,San Francisco de Yeso,189593.0,1425,Municipalidad distrital de San Francisco del Yeso,Municipalidad distrital de San Francisco del Yeso,9263642.0,198.36715036,Luya,No,18
Si,0.0479997,479.99698065,No,No,No Precisa,Recuperación,No,Botadero de Longuita,Amazonas,Longuita,831747.0,1478,Municipalidad distrital de Longuita,Municipalidad distrital de Longuita,9292237.0,94.21494329,Luya,No,17
No,0.00236756,23.67556079,No,Si,No Precisa,Recuperación,No,Botadero de San Juan de Lopecancha,Amazonas,San Juan de Lopecancha,183517.0,1485,Municipalidad distrital de San Juan de Lopecancha,Municipalidad distrital de San Juan de Lopecancha,9280778.0,17.24864839,Luya,No,18
No,0.01409787,140.97872123,No,No,"0,4",Recuperación,No,Botaderos María,Amazonas,María,171298.0,1486,Municipalidad distrital de Maria,Municipalidad distrital de Maria,9286174.0,49.54131416,Luya,No,18
No,0.18343999,1834.39985156,No,No,1,Recuperación,No,Botadero La Lagunita,Amazonas,Ocalli,800354.0,1536,Municipalidad distrital de Ocalli,Municipalidad distrital de Ocalli,9307722.0,203.82783919,Luya,No,17
No,0.00832052,83.20524246,No,No,No Precisa,Recuperación,No,Botadero de Pisuquia,Amazonas,Pisuquia,821661.0,1592,Municipalidad distrital de Pisuquia,Municipalidad distrital de Pisuquia,9286584.0,36.81639074,Luya,No,17
No,0.23455687,2345.56873831,No,No,"0,2",Recuperación,No,Botadero de Santa Rosa,Amazonas,Santa Rosa,227663.0,37,Municipalidad distrital de Santa Rosa,Municipalidad distrital de Santa Rosa,9286738.0,191.56317158,Rodríguez de Mendoza,No,18
No,0.04226037,422.60367925,Si,No,"0,45",Recuperación,No,Botadero de Limabamba,Amazonas,Limabamba,225381.0,117,Municipalidad distrital de Limabamba,Municipalidad distrital de Limabamba,9281158.0,81.2510158,Rodríguez de Mendoza,No,18
No,0.00613147,61.31473566,No,No,No Precisa,Recuperación,No,Botadero Milpuc,Amazonas,Milpuc,231648.0,206,Municipalidad distrital de Milpuc,Municipalidad distrital de Milpuc,9280543.0,29.32841883,Rodríguez de Mendoza,No,18
Si,0.66408679,6640.86789492,Si,Si,"2,97",Recuperación,No,Botadero Sector Pueblo Alto,Amazonas,San Nicolás,225830.0,534,Municipalidad provincial de Rodríguez de Mendoza,"Municipalidad provincial de Rodríguez de Mendoza, Municipalidad distrital de San Nicolas",9293764.0,380.71760198,Rodríguez de Mendoza,No,18
No,0.10833168,1083.3167994,No,No,"0,05",Recuperación,No,Botadero Olleros,Amazonas,Cochamal,214510.0,1473,Municipalidad distrital de Cochamal,Municipalidad distrital de Cochamal,9290332.0,137.39672218,Rodríguez de Mendoza,No,18
No,0.00557013,55.70128669,No,No,No Precisa,Recuperación,No,Botadero Zona Rural,Amazonas,Totora,229443.0,1545,Municipalidad distrital de Chirimoto,Municipalidad distrital de Chirimoto,9278954.0,33.04955392,Rodríguez de Mendoza,No,18
No,0.16264387,1626.43869885,No,No,"0,5",Recuperación,No,Botadero Huambo,Amazonas,Huambo,220837.0,1551,Municipalidad distrital de Huambo,Municipalidad distrital de Huambo,9288560.0,170.79564709,Rodríguez de Mendoza,No,18
Si,0.05522989,552.29894592,No,Si,0.21,Recuperación,No,Botadero Sector Franco,Amazonas,Cochamal,214576.0,1581,Municipalidad distrital de Longar,Municipalidad distrital de Longar,9292177.0,97.94758899,Rodríguez de Mendoza,No,18
Si,0.2882789,2882.78904595,Si,Si,"1,55",Recuperación,No,Botadero de Lonya Grande,Amazonas,Lonya Grande,784458.0,78,Municipalidad distrital de Lonya Grande,Municipalidad distrital de Lonya Grande,9324912.0,202.71869893,Utcubamba,No,17
No,0.2146204,2146.20397861,No,No,"5,57",Recuperación,No,Botadero de Cumba,Amazonas,Cumba,760249.0,80,Municipalidad distrital de Cumba,Municipalidad distrital de Cumba,9341172.0,172.43877305,Utcubamba,No,17
No,7.32114978,73211.4977671,No,No,"8,8",Recuperación,No,Botadero Los Rollos Sector Jaguanga,Amazonas,Bagua Grande,771709.0,586,Municipalidad provincial de Utcubamba,"Municipalidad provincial de Utcubamba, Municipalidad distrital de Bagua Grande",9368510.0,2187.88795693,Utcubamba,No,17
No,0.23174638,2317.46383605,No,No,"0,5",Recuperación,No,Botadero de Cajaruro,Amazonas,Cajaruro,783749.0,1400,Municipalidad distrital de Cajaruro,Municipalidad distrital de Cajaruro,9366014.0,211.7981747,Utcubamba,No,18
No,0.04134292,413.42921528,No,No,"4,290",Recuperación,No,Botadero La Caldera,Amazonas,Jamalca,807021.0,1504,Municipalidad distrital de Jamalca,Municipalidad distrital de Jamalca,9351387.0,80.62713427,Utcubamba,No,17
No,1.12426992,11242.6992111,Si,Si,"31,85",Recuperación,No,Botadero Quebrada El Atajo,Amazonas,Chachapoyas,185790.0,402,Municipalidad provincial de Chachapoyas,"Municipalidad provincial de Chachapoyas, Municipalidad distrital de Sonche, Municipalidad distrital de Huancas",9311685.0,602.83246984,Chachapoyas,Si,18
No,0.05632944,563.29437182,No,No,"0,800",Recuperación,No,Botadero Aeropuerto CN Villa Gonzalo,Amazonas,Rio Santiago,193769.0,1447,Municipalidad distrital de Río Santiago,Municipalidad distrital de Río Santiago,9552986.0,100.65372786,Condorcanqui,Si,18
Si,0.14080226,1408.02258009,No,No,5,Recuperación,No,Botadero de Tingo,Amazonas,Tingo,177425.0,39,Municipalidad distrital de Tingo,Municipalidad distrital de Tingo,9294872.0,147.71253718,Luya,Si,18
No,0.21226889,2122.68889881,No,Si,"0,2",Recuperación,No,Botadero de Santo Tomas,Amazonas,Santo Tomas,182228.0,116,Municipalidad distrital de Santo Tomas,Municipalidad distrital de Santo Tomas,9274040.0,219.14947538,Luya,Si,18
No,0.42293337,4229.33365745,Si,Si,"1,43",Recuperación,No,Botadero Sector El Ayal - Lamud,Amazonas,Luya,172865.0,535,Municipalidad provincial de Luya,Municipalidad provincial de Luya,9316754.0,265.78995334,Luya,Si,18
No,0.27719533,2771.95325691,No,Si,1,Recuperación,No,Botadero de Trita,Amazonas,Luya,829557.0,734,Municipalidad distrital de Trita,Municipalidad distrital de Trita,9321713.0,220.63523189,Luya,Si,17
No,1.05662696,10566.2695871,No,No,No Precisa,Recuperación,No,Botadero Omia,Amazonas,Omia,242307.0,1238,Municipalidad distrital de Omia,Municipalidad distrital de Omia,9282978.0,431.90954861,Rodríguez de Mendoza,Si,18
No,0.00659629,65.96285878,No,No,"0,01",Recuperación,No,Botadero Punto 2,Amazonas,Totora,226621.0,1568,Municipalidad distrital de Totora,Municipalidad distrital de Totora,9281555.0,32.34630703,Rodríguez de Mendoza,Si,18
No,0.00463983,46.39825259,No,No,"0,01",Recuperación,No,Botadero Punto 1,Amazonas,Totora,226640.0,1569,Municipalidad distrital de Totora,Municipalidad distrital de Totora,9281638.0,28.27689953,Rodríguez de Mendoza,Si,18
No,0.13973749,1397.37491349,No,Si,No Precisa,Recuperación,No,Botadero de Longar,Amazonas,Longar,218417.0,1571,Municipalidad distrital de Longar,Municipalidad distrital de Longar,9292556.0,159.16878479,Rodríguez de Mendoza,Si,18
No,0.02393023,239.30226537,No,Si,"0,06",Recuperación,No,Botadero del anexo de Zarumilla,Amazonas,Chirimoto,236984.0,1646,Municipalidad distrital de Chirimoto,Municipalidad distrital de Chirimoto,9273538.0,64.86836721,Rodríguez de Mendoza,Si,18
No,0.05679222,567.92220469,No,No,"0,413",Recuperación,Si,Botadero Canchinchan,Ancash,Aija,211456.0,162,Municipalidad provincial de Aija,Municipalidad provincial de Aija,8918305.0,93.79258467,Aija,No,18
No,0.52884021,5288.40212074,No,No,"0,5",Recuperación,No,Botadero Sector Killiwi,Ancash,Huacllan,205922.0,990,Municipalidad distrital de Huacllan,Municipalidad distrital de Huacllan,8914660.0,305.91527574,Aija,No,18
Si,0.04344243,434.42425814,No,No,No Precisa,Recuperación,No,Botadero Fundo Mishihueta,Ancash,La Merced,213038.0,991,Municipalidad distrital de La Merced,Municipalidad distrital de La Merced,8923071.0,87.451144,Aija,No,18
Si,0.07122121,712.21208706,No,No,"0,500",Recuperación,No,Botadero Mariash,Ancash,Succha,209765.0,1448,Municipalidad distrital de Succha,Municipalidad distrital de Succha,8913090.0,104.15395143,Aija,No,18
No,0.12078326,1207.83260768,No,No,"0,07",Recuperación,No,Botadero Sector de Tinyarajra,Ancash,Mirgas,269982.0,276,Municipalidad distrital de Mirgas,Municipalidad distrital de Mirgas,8995538.0,144.64843095,Antonio Raymondi,No,18
No,0.07279011,727.90105727,No,No,"0,05",Recuperación,No,Botadero Sector Aeropuerto,Ancash,Chingas,282753.0,996,Municipalidad distrital de Aczo,Municipalidad distrital de Aczo,8988950.0,110.15004884,Antonio Raymondi,No,18
No,4.13298559181,41329.8559181,No,No,No precisa,Recuperación,No,Botadero Tallenga,Ancash,Aquia,266296.0,7,MUNCICIPALIDAD DISTRITAL DE AQUIA,Municipalidad distrital de Aquia,8893342.0,858.941180502,Bolognesi,No,18
No,0.09107592,910.75916563,No,No,"0,04",Recuperación,No,Botadero Sector de Alcupampa,Ancash,Pacllon,272942.0,199,Municipalidad distrital de Pacllón,Municipalidad distrital de Pacllón,8867983.0,118.12028351,Bolognesi,No,18
No,0.23619342,2361.93424693,No,No,No Precisa,Recuperación,No,Botadero Quebrada Ainas,Ancash,Canis,262551.0,236,Municipalidad distrital de Canis,Municipalidad distrital de Canis,8857179.0,273.52962848,Bolognesi,No,18
Si,1.38296512,13829.6512463,No,No,"2,8",Reconversión,No,Botadero Sector Callun,Ancash,Colquioc,216988.0,238,Municipalidad distrital de Colquioc,"Municipalidad distrital de Colquioc, Municipalidad distrital de Cajacay",8862001.0,530.28998879,Bolognesi,No,18
